id,question,answer,score
4663db74-7aa7-4d16-8330-0fd9a21795f7,A 9-year-old female child with history of head ache and visual disturbance. What could be possible diagnosis?,"Top considerations include migraine with aura, idiopathic intracranial hypertension (papilledema), and an intracranial mass—classically a sellar/suprasellar tumor such as craniopharyngioma. She needs urgent evaluation with fundus exam/visual fields and brain MRI.",1
871fc20c-b9d8-4c2e-b622-e45471764e3c,A 67 year old woman with a prosthetic aortic valve develops progressive anemia. Examination of a peripheral blood smear reveales reticulocytsis and schistocytes. What is the appropriate diagnosis,Mechanical intravascular hemolytic anemia (macroangiopathic hemolysis) due to the prosthetic aortic valve.,0.9
653cb244-bf85-4e3e-b526-0f097b553c36,"A patient came to eye OPD with h/o dactylitis, anemia and growth retardation. In fundus there is sea fan neovascularization and salmon patches. What is the probable diagnosis","Sickle cell disease—most likely proliferative sickle cell retinopathy (sea‑fan neovascularization and salmon‑patch hemorrhages), in a patient with dactylitis, anemia, and growth retardation.",0.95
ca7c1cf5-d7a1-418f-be96-e5644809781f,"A young male after sudden unconsciousness following an episode of seizure, on awakening, finds that both of his arms were adducted and internally rotated. The most probable diagnosis is:","Bilateral posterior shoulder dislocation. Seizures classically cause posterior dislocations, presenting with arms adducted and internally rotated.",1
7f8a9fa6-19ca-44f3-b33f-3bf046753021,"A 30 year old man has 6/5 vision each eye, unaided. His cycloplegic retinoscopy is +1.0 D sph. at 1 metre distance. His complaints are blurring of new sprint at 30 cm, that clears up in about two minutes. The most probable diagnosis is:","Accommodative infacility (accommodative inertia). The +1.0 D at 1 m retinoscopy indicates emmetropia after working-distance subtraction, and the delayed clearing of near print is classic for slow accommodation.",0.9
c83fc9a6-7710-4e63-9e38-5a284c18f89d,"A person is suffering from HIV, resident treating the
patient got needle prick what should be the immediate management/treatment taken","Immediately wash the site with soap and water (no squeezing/bleach), report the exposure, and start HIV post‑exposure prophylaxis ASAP—ideally within 1–2 hours, no later than 72 hours—e.g., tenofovir disoproxil fumarate/emtricitabine plus dolutegravir (or raltegravir) for 28 days. Obtain baseline labs (HIV Ag/Ab, HBV, HCV, renal/hepatic function), assess hepatitis B immunity and give vaccine/HBIG if needed, test the source if possible, and arrange follow‑up HIV testing (e.g., at 6 and 12 weeks).",1
b8acb241-dee2-4546-9dcc-c1fb1a848f6b,In chronic kidney disease patient endodontic treatment should be done on:,On a non‑dialysis day—ideally the day after hemodialysis—when the heparin effect has worn off and bleeding risk is lower.,1
8bebc2b7-a43d-4cd3-a8a4-3180ab11250c,A patient on treatment for leukemia develoPS chest pain pulmonary infiltrates and pleural effusion. The likely cause is,ATRA (tretinoin)–induced differentiation syndrome in APL therapy.,0.9
678f9821-2798-4626-bdee-0cb43940dbb0,"A 67 year old lady is brought in by her 6 children saying that she has gone senile. Six months after her husband's death she has become more religious, spiritual and gives lot of money in donation. She is occupied in too many activities and sleep less. She now believes that she has a goal to change the society. She does not like being brought to the hospital and is argumentative on being questioned on her doings. The diagnosis is -","Mania (bipolar affective disorder), likely a late-onset manic episode after bereavement. Features include grandiosity, decreased need for sleep, increased goal-directed activity, hyperreligiosity, and excessive spending.",0.9
85711068-fd92-480c-920e-b1a23c1db8c2,A young lady presents with white lacy lesions in oral cavity and her proximal nail fold has extended onto the nail bed. What is the likely diagnosis?,Lichen planus—oral Wickham’s striae with nail involvement causing dorsal pterygium (proximal nail fold extending onto the nail bed).,1
6889a839-aed9-4b60-9943-aaa866acf8bc,A female with 45X0 genotype has primary amenorrhoea. Most likely diagnosis is:,"Turner syndrome (45,X) — gonadal dysgenesis with streak ovaries causing primary amenorrhea.",0.5
3c87633f-c5ed-4c3d-a6f9-cd4641d919c6,A child presents with history of high fever for 4 days along with seizures. A rash develops on trunk on the day after the fever subsides. What is the most probable diagnosis?,"Roseola infantum (exanthem subitum) due to HHV‑6/7. It classically presents with high fever and possible febrile seizures, followed by a truncal rash as the fever subsides.",1
f45bf97f-a64b-477f-9c9d-b22827de138e,"A 25-year-old lady reports to you with a diffuse, non progressive and a non tender swelling of the right maxilla, approximately 2 x 1.5 cm, extending from the canine to the first molar region. The x-ray shows a ground glass appearance of the bone in the concerned area. The surgical treatment will be","Conservative cosmetic recontouring (osteoplasty/shaving) of the dysplastic maxillary bone is indicated, rather than enucleation or radical resection. Avoid radiotherapy; observe if asymptomatic.",0.85
78a2b55a-fb6d-400f-95af-874cf623fe9b,"A 6 years old child belonging to Punjabi family with past history of blood transfusions presented with hemoglobin-3.5 gm/dL, MCV-30 fL. Peripheral smear findings of microcytic hypochromic anemia with target cell and reduced osmotic fragility. The probable diagnosis of patient:","Beta-thalassemia major (Cooley’s anemia).  
Severe transfusion-dependent microcytic hypochromic anemia with target cells and reduced osmotic fragility in a Punjabi child is classic for beta-thalassemia major.",1
bf4501d5-cedf-4393-8f39-eddea780e617,"Brain injury patient in shock, emergency treatment:","Call emergency services immediately. Maintain ABCs with cervical spine immobilization, control external bleeding, give high‑flow oxygen if available, keep the patient flat with head/neck midline (do not elevate legs), keep warm, give nothing by mouth, and be ready to start CPR if breathing stops; if trained, begin IV isotonic fluids to avoid hypotension.",0.7
40fe0800-6fff-438f-bdfd-31afc1f8d151,Epley's manoeuvre is used in treatment of,"Benign paroxysmal positional vertigo (BPPV), especially posterior semicircular canal canalithiasis.",1
85cc0846-7b14-4453-b586-25ad3fe0f8e6,A 26-year-old man attends an occupational heath assessment in preparation for new employment. A 12 leads ECG is recorded as shown. He is feeling well and is experiencing no symptoms.He has no significant past medical history. Based on the ECG findings what is the most likely diagnosis?,"I need to see the ECG (or its key features like PR interval, delta waves, and ST/J-point pattern) to be sure. In asymptomatic young men, the most common incidental ECG finding is benign early repolarization.",0
200be15b-719a-4eeb-8692-56b5c9b46383,"A 9-year-old boy is brought with history of decreased urine output, cola colored urine and swelling of the face and hands, of 2 days duration. He is hypertensive, has a puffy face and pitting edema of the lower limbs. He has history of skin lesions 4 weeks earlier. A diagnosis of post streptococcal glomerulonephritis is made. ASLO titers are likely to be?","Low or normal (not significantly elevated), since ASO rises after pharyngeal infections; anti–DNase B is more likely to be elevated after skin infections causing PSGN.",0.75
5c43b1d9-5d24-49f1-bca9-0efecb0436d1,"In a well designed clinical trial of treatment of ovarian cancer, remission rate at one year is similar for a new drug and usual care, The P-value is 0.4. This means that","A P-value of 0.4 means that if there truly is no difference in remission rates, there’s a 40% chance of seeing a difference at least as large as observed just by chance. In other words, there’s no statistically significant evidence of a difference, but this does not prove the treatments are equivalent.",0.8
55363f9b-e433-498b-a405-7aace62405e5,"patient underwent LSCS post operative patient developed constipation , abdominal distention and examination showed absent bowel sound and soft in consistency .diagnosis is ?",Postoperative paralytic ileus (adynamic intestinal obstruction).,0.9
25b69ccb-be0a-4e22-90e4-c1a2a8a6cf9a,"A 38-year-old woman has had malaise and arthralgias for the past 14 months. On physical examination, she has scleral icterus and 1- to 3-cm areas of reddish-purple discoloration on her skin. Several of these areas show focal ulceration. Laboratory findings show total protein, 7.1 g/dL; albumin, 3.3 g/dL; AST, 127 U/L; ALT, 145 U/L; alkaline phosphatase, 80 U/L; total bilirubin, 4 mg/dL; and direct bilirubin, 3.1 mg/dL. Serologic test results are positive for anti-HCV and negative for anti-HBs and IgM anti-HAV. Urinalysis shows 4+ proteinuria and 1+ hematuria. CT scan of the abdomen shows a small amount of ascites, mild hepatomegaly, and no splenomegaly or lymphadenopathy. A biopsy specimen of an ulcerated skin lesion shows leukocytoclastic vasculitis involving the upper dermis. What is the most likely diagnosis?","Hepatitis C–associated mixed cryoglobulinemic vasculitis (immune complex small‑vessel leukocytoclastic vasculitis) with membranoproliferative glomerulonephritis, presenting as palpable purpura, arthralgias, and proteinuric hematuria.",0.9
34021ac6-677b-4116-a325-58ec24598baa,"A child presents with raised ICT, on CT scan a lesion is seen around foramen of Monroe and multiple periventricular calcific foci. What is the most probable diagnosis?",Subependymal giant cell astrocytoma (SEGA) associated with tuberous sclerosis—lesion at the foramen of Monro with multiple calcified periventricular nodules.,1
ae2a3d64-8a47-4b05-9ffb-de11de433278,"7 year old boy chandu presents with reccurent, scaly, hypopigmented patch on face, diagnosis is –","Pityriasis alba. It’s a common, benign eczematous condition in children causing recurrent, scaly hypopigmented facial patches.",1
b4c800cb-a4b8-4230-9afa-492070026292,"An 8-year-old girl is brought into the physician's office in mild respiratory distress. She has a history of allergies to cats and wool, and her parents state that she has recurrent episodes of upper respiratory tract infections. Physical examination shows expiratory wheezes, use of accessory respiratory muscles, and a hyperresonant chest to percussion. Analysis of arterial blood gases discloses respiratory alkalosis, and the peripheral eosinophil count is increased. What is the appropriate diagnosis?","Atopic (extrinsic) bronchial asthma—an IgE-mediated, type I hypersensitivity—presenting as an acute asthma exacerbation (early respiratory alkalosis with expiratory wheezes and eosinophilia).",0.9
ed461901-7309-4f3b-b02e-0877a0715dc0,"Give the most probable diagnosis of a 1 year. old child of normal intelligence with features of hypotonia. On examination, there are tongue fasciculations and he keeps his body in a frog-like position –","Spinal muscular atrophy (SMA), most consistent with Werdnig–Hoffmann disease (Type I)—an anterior horn cell disorder causing hypotonia, tongue fasciculations, and frog‑leg posture with normal intelligence.",1
680947ad-5ce5-4bba-bb61-474023f79317,A 77-year-old Asian woman mentions that she always develops skin abscesses and oral ulcers following minor trauma. What is the most likely diagnosis?,"Behçet disease — characterized by recurrent oral aphthae and pathergy (pustular/abscess-like lesions after minor trauma), especially in people from the Silk Road regions.",1
3384819b-2f30-400b-a837-125d38719aa4,"A 20 year old male presented with painless mass in the neck for 3 years, which has been progressively increasing in size. O/E the mass is seen just anterior and medial to the right sternocleidomastoid. The mass becomes larger and tender during upper respiratory infections. USG shows a single round cystic mass with uniform low echogenicity and lack of internal septations. CECT scan shows a homogenous mass with low accentuation centrally and smooth rim enhancement. Most probable diagnosis","Second branchial cleft cyst. The location (anterior to SCM), fluctuation with URIs, and cystic imaging with smooth rim enhancement are classic.",1
d3723cae-b809-45c4-9bcc-2328422b0eb1,The likely diagnosis in a child with limb pain and pancytopenia is –,Acute leukemia—most commonly acute lymphoblastic leukemia (ALL).,1
c82dbf26-d3b8-462b-9468-d68613ac412a,A 47 year old post menopausal lady was on adjuvant hormonal treatment with Tamoxifen for 3 years for Carcinoma Breast. She came to Outpatient Department with history of passing blood clots per vagina. She is probably suffering from:,"Endometrial carcinoma due to tamoxifen’s estrogenic effect on the endometrium, presenting as postmenopausal bleeding.",0.8
f4317934-68e1-4067-b6dc-a9955c6588de,"A 54 yr old smoker man comes with fever, hemoptysis. weight loss and oligo ahritis. Serial skiagram shows fleeting opacities. What is the diagnosis aEUR'",Granulomatosis with polyangiitis (Wegener’s) — a small‑vessel vasculitis causing pulmonary hemorrhage with fleeting infiltrates and systemic features like weight loss and arthritis.,1
8ee07e98-2d45-4ed0-ac36-19d20f1b290d,"A 2 month old infant is presented with failure to thrive, recurrent emesis, hepatosplenomegaly, and adrenal insufficiency. Adrenal calcification is noted radiologically. What is the most likely diagnosis?","Wolman disease (infantile lysosomal acid lipase deficiency).  
The combination of failure to thrive, vomiting, hepatosplenomegaly, adrenal insufficiency, and adrenal calcifications is classic.",1
4411d804-6420-44e5-9a63-76911f530562,A child was brought to OPD with red follicular hyperkeratotic papules over knee.These are areas of normal skin in between.The child also has thickening of palms & soles.The most likely diagnosis is,"Pityriasis rubra pilaris (juvenile type), characterized by follicular hyperkeratosis with “islands of sparing” and palmoplantar keratoderma.",1
7b056c59-cca5-4d21-9b11-f9a80e09cd71,"A 6 yr old child with a history of bih asphyxia does not communicate well, has slow mental and physical growth, does not mix with people, has limited interests and gets wildly agitated if disturbed. What is the MOST likely diagnosis of this child?","Autism spectrum disorder (classic childhood autism), likely with co‑occurring intellectual disability. The features—poor social interaction/communication, restricted interests, and agitation with change—are characteristic.",1
717e80f5-744d-4c92-961b-a16bd6891a19,"An 18 year old male presents to OPD with pain in lower right tooth region with no remarkable medical history. On intraoral examination, teeth are not carious and respond normally to vitality test. Radiographic examination reveals well-defined multilocular radiolucency with scalloping around the root of 43. What is the most probable diagnosis?","Traumatic (simple) bone cyst—an idiopathic bone cavity showing scalloped, multilocular-appearing radiolucency around roots of vital teeth.",0.9
9dfe13f9-7001-4fe1-af82-e590ee5b4fc7,"A 3-year-old child with delayed speech development, prefers to play alone and is not making friends. The likely diagnosis is","Autism spectrum disorder (childhood autism), given delayed speech and impaired social interaction/solitary play.",1
45d55ea3-7975-4e9b-af5d-b3399c539e0e,"2 months old child having birth weight 2kg, with poor feeding, very sleepy and wheezing. The diagnosis is -","Acute bronchiolitis (likely RSV) is the most likely diagnosis. Given the poor feeding and lethargy at 2 months, this warrants urgent hospital evaluation.",0.3
eb6dbaa7-ae78-445d-bf98-13f833983e0c,A patient presented with local gigantism of the leg and increased pulsations of the lower limb veins. Most probable diagnosis is,Parkes-Weber syndrome (congenital arteriovenous malformations/AV fistulas) causing limb overgrowth with pulsatile varicosities.,0.8
44089053-e052-49d6-abde-58cc2b389bee,"A 70-year-old man presents with h/o prosopagnosia, loss of memory, 3rd person hallucinations since 1 month. On examination deep tendon reflexes are increased, mini-mental examination score is 20/30. What is most likely diagnosis?","Creutzfeldt–Jakob disease (prion disease), likely the Heidenhain variant given the rapid decline with prosopagnosia, hallucinations, and pyramidal signs.",0.3
1d637ef7-069f-41ee-95a6-6f136d264aa0,A 27-year-old female came for treatment of infertility to OPD; bromocriptine was prescribed. What could be the possible reason?,"Likely hyperprolactinemia (e.g., a prolactinoma) causing anovulatory infertility. Bromocriptine, a dopamine D2 agonist, lowers prolactin to restore ovulation and fertility.",1
637670f7-d970-4549-8e2d-90cb5119a13e,"A patient put on ventilator shows a reading of ABG analysis as | PaCO2, Normal PaO2 and pH 7.5, what is the likely diagnosis?",Acute respiratory alkalosis from iatrogenic hyperventilation on the ventilator (low PaCO2 with normal PaO2).,0.9
8e499cc8-3e71-4323-bbd5-93ed309c58dc,"A 31-year-old male was brought to the emergency room by a colleague after having a seizure at work. The colleague repoed that over last 6 months the man would frequently come late to office and was given warnings for the same reason.The colleague also stated that he would often come to office after consuming alcohol, was seen with clenched fists and grinding his teeth most of the time and was once caught by boss while he was using alcohol in office. Patients mother had expired two days back, and he was in his house for last two days and had just joined the office today. What is the likely diagnosis","Alcohol withdrawal seizure (rum fits), occurring about 6–48 hours after abrupt cessation in a chronic heavy drinker.",0.9
6dc070f5-ddd0-4c8f-947d-fe13c122aeef,"A young boy presented to OPD with multiple shiny pinhead size white papules over dorsum of head, forearm and penis. What would be the diagnosis?","Lichen nitidus. It presents in children as multiple, tiny, shiny, flat-topped flesh-colored to white papules, often on the forearms, dorsum of hands, and genitalia (penis).",1
3c860ea8-ae63-4bad-9032-90a0c570bb2c,"A 60-year-old male presents with coloured halos. On Fincham&;s test, the halos split and then reunite. The most probable diagnosis is","Immature (incipient) senile cataract.  
On Fincham’s test, cataract halos split and rejoin, unlike the fixed halos of corneal edema/angle-closure glaucoma.",1
d2982f86-756b-4900-b101-e28f20ac8d7e,"A 5-year-old woman presents with dry cough and progressive breathlessness of two years duration. Examination reveals clubbing, cyanosis and bibasilar crepts. What is the probable diagnosis -","Idiopathic pulmonary fibrosis (cryptogenic fibrosing alveolitis), an interstitial lung disease characterized by progressive dyspnea, dry cough, clubbing, cyanosis, and bibasilar “Velcro” crackles.",0.5
311cdecb-0f7a-4062-98d3-1f8717748201,"An 8-year-old girl is brought into the physician's office in mild respiratory distress. She has a history of allergies to cats and wool, and her parents state that she has recurrent episodes of upper respiratory tract infections. Physical examination shows expiratory wheezes, use of accessory respiratory muscles and a hyperresonant chest to percussion. Analysis of aerial blood gases discloses respiratory alkalosis and theperipheral eosinophil count is increased. What is the appropriate diagnosis?",Atopic (extrinsic) bronchial asthma due to IgE-mediated hypersensitivity.,0.9
bc267e20-5399-49e3-99a0-eb2a5df875ae,30-year-old female c/o right hypochondrial pain- On CT floating membranes are seen in liver- diagnosis,Hepatic hydatid cyst (echinococcosis) — the floating membranes represent the detached endocyst (“water-lily sign”).,1
a30ef1a8-2434-4555-8e3c-940b50b46781,"This patient, previously healthy, came now with dyspnoea and low grade fever since 4 months. His lungs are clear. JVP is normal. ECG showed low voltage complexes. What is the possible diagnosis?","Pericardial effusion—likely tuberculous pericarditis—given chronic dyspnea with low‑grade fever, clear lungs, and low‑voltage ECG complexes.",0.95
2153cd41-c77c-4320-a03f-b9f048463369,A patient presents with unilateral painful ophthalmoplegia. Imaging revealed an enlargement of cavernous sinus on the affected side. The likely diagnosis is:,Tolosa–Hunt syndrome. It’s an idiopathic granulomatous inflammation of the cavernous sinus causing unilateral painful ophthalmoplegia with cavernous sinus enlargement on imaging.,1
98eec545-7c9f-4284-9d50-c9a52105497e,A 25-year-old female presents with progressive dyspnea for one year. CXR shows interstitial opacities and spirometry shows an obstructive pattern. What is the diagnosis?,Lymphangioleiomyomatosis (LAM) — a cystic interstitial lung disease in young women that presents with progressive dyspnea and obstructive spirometry.,0.9
98944f7a-ec81-4040-b6fb-618ba132085d,What is the treatment for primary grade 5   vericoureteric reflux  involving both kidney in a 8 months old boy is,"Initial management is continuous antibiotic prophylaxis. Definitive treatment is bilateral ureteric reimplantation (ureteroneocystostomy), often with ureteral tapering in grossly dilated ureters.",0.5
5f37ba67-2289-410c-b471-c35d4097650b,A 5 years old child presents with perivascular IgA deposition and neutrophilic collection. There is erythematous rash on the lower limb and non blanching purpura. Probable diagnosis is:,"IgA vasculitis (Henoch–Schönlein purpura), a small-vessel leukocytoclastic vasculitis with IgA deposition causing palpable purpura on the lower limbs.",0.9
536fc2cf-ebdc-471c-a07a-e5739f330eb8,"A 30-year-old male, Kallu, with a history of sexual exposure comes with a painless indurated ulcer over the penis with eveed margins. The diagnosis is",Primary syphilis (hard chancre).,0.9
fb38bd7e-5c1c-4c72-9dab-57529d3dd7b9,A 20-year-old female from Uttar Pradesh presents with nasal obstruction and crusting of nose. Examination revealed an infiltrating lesion involving the nasal vestibule and upper lip with broadening of nasal dorsum. Likely diagnosis is:,"Rhinoscleroma (scleroma) due to Klebsiella rhinoscleromatis. It causes woody infiltration of the nasal vestibule and upper lip with broadening of the nasal dorsum, common in North India.",1
39cc2243-9a92-45f0-a941-eb601a8af451,A 50 year old male presented with recurrent bloody diarrhea. Colonoscopy showed geographical ulcers. Histopathology is shown below. What is your diagnosis?,Amoebic colitis due to Entamoeba histolytica. The “geographical” (flask-shaped) ulcers with trophozoites containing ingested RBCs on histology are characteristic.,0
ef20580f-461a-41cb-af4d-9c232907e409,"A coin is loaded in the esophagus of an asymptomatic 3 years female child, treatment is:","Asymptomatic esophageal coin in a 3‑year‑old can be observed for up to 12–24 hours with repeat X‑ray to see if it passes into the stomach. If it remains in the esophagus or symptoms develop, remove urgently via endoscopy (within 24 hours).",0.5
01ddc7d4-8bd8-4ab5-85a8-2ea6498a9ac4,A 40-year-old female patient presented with dysphagia to both liquids and solids and regurgitation for 3 months. The dysphagia was non-progressive. What is the most likely diagnosis?,Achalasia cardia—an esophageal motility disorder causing dysphagia to both liquids and solids with regurgitation due to failure of LES relaxation.,1
33019825-a1b2-4fe4-8b60-c24b9f890123,"A 4–year–old child is admitted with fever, non–purulent conjunctivitis, rashes, cervical lymphadenopthy, hepatomegaly and desquamation of fingers and toes. Echocardiography shows coronary artery aneurysm. What is the most likely diagnosis ?","Kawasaki disease (mucocutaneous lymph node syndrome). The constellation of fever, non-purulent conjunctivitis, rash, lymphadenopathy, desquamation, and coronary artery aneurysm is classic.",1
9fbb02d6-25d7-4027-b762-fcb6441b6f15,A 50-year-old man had drinks followed by a heavy dinner. He had severe vomiting and chest pain and collapsed. X-ray of chest showed hydropneumothorax. The likely diagnosis is:,"Boerhaave syndrome—spontaneous esophageal rupture after forceful vomiting, causing a left-sided hydropneumothorax.",1
6a4df828-83d9-427e-a338-6b03db8b8f93,A thiy-year-old male presents to the Emergency Depament with symptoms of epigastric pain radiating to back that wakes him up at night and is relieved by consuming food. He gives a history of similar pain in the past which was diagnosed as perforated duodenal ulcer and treated with omental patch surgery on two occasions. Pain before and after surgery has been controlled with proton pump inhibitors and analgesics. The likely diagnosis on this occasion is,Zollinger–Ellison syndrome (gastrinoma) causing recurrent duodenal ulcer disease.,0.5
5c1f2183-4eb5-4fab-a131-974eefdaedd5,A patient presents with hypeension and hypokalemia. CT abdomen was performed. What is the diagnosis?,Primary hyperaldosteronism (Conn syndrome) due to an aldosterone‑producing adrenal adenoma.,1
2c494ffd-f802-4081-8a0b-4ed1ac1200b2,"A 15 year old boy presented with multiple hypoaesthetic macules with sloping edge, seen on the face, trunk and arms. Histopathologic examination of lesion shows numerous bacilli and granulomatous infiltration. What is your diagnosis?",Borderline lepromatous leprosy (multibacillary Hansen’s disease).,0.9
799f5cf7-2804-4395-9540-922089158b80,"Kallu a 22 years old male suffers from decreased sleep, increased sexual activity, excitement and spending excessive money for last 8 days. The diagnosis is:","Manic episode (bipolar disorder), given ≥7 days of elevated/expansive mood with decreased need for sleep, increased sexuality, and excessive spending.",0.5
a2ac72fd-6d3c-44e9-aeba-54c0c5b43849,"A two-month-old infant is brought to the hospital emergency with marked respiratory distress. On examination, the infant has cyanosis and bilateral crepitations. Heart rate is 180/min, respiratory rate 56/min and the liver span 7.5 cm. The child has had repeated episodes of fever, cough and respiratory distress since the time of birth. Cardiovascular examination reveals a grade III ejection systolic murmur in left parasternal area and the chest X-ray reveals cardiomegaly with a narrow base and plethoric lung fields. What is the most likely diagnosis?","Transposition of the great arteries (d-TGA), likely with an associated VSD given the murmur, causing heart failure with cardiomegaly, a narrow mediastinum (“egg-on-a-string”), and plethoric lungs.",1
b0500326-7315-42c7-b50f-bfb80696691d,"A 10-year-old boy was admitted to the ward with complaints of fever for 2 weeks duration. After admission his fever pattern is recorded (shown below). In addition, he has ahritis and hepatosplenomegaly. What is the likely diagnosis?","Systemic-onset juvenile idiopathic arthritis (Still’s disease), characterized by quotidian spiking fevers with arthritis and hepatosplenomegaly.",1
66df7f5e-a9a5-4bf7-b5ea-cfc52e3e40e2,A 56 year old woman has not passed stools for the last 14 days. Xray shows no air fluid levels. Probable diagnosis is :,"Fecal impaction (severe constipation), rather than mechanical intestinal obstruction. The absence of air–fluid levels on X-ray argues against obstruction.",0.5
5432c783-52d9-4918-a197-fda8301d051b,26 yr old male presents with painless swelling over umbilicus). What is the most probable diagnosis?,Paraumbilical (adult umbilical) hernia.,1
c6b6c019-a397-4140-bf8f-a7e3a7087d70,A 17-year-old boy presents with chronic low back pain and stiffness for the past 8 months. He denies any GIT or genital infections. His temp is 98.6 F. Lab investigation shows normal ESR and negative RA factor. X-ray films of the veebral column show flattening of the lumbar curve and subchondral bone erosion involving the sacroiliac joints. Most likely diagnosis?,Ankylosing spondylitis—a seronegative spondyloarthropathy—given chronic inflammatory back pain in a young male with sacroiliac joint erosion and loss of lumbar lordosis and negative RF.,1
60ffa584-9fc1-4006-99ba-e4f955f3135a,A 30 year old female presents with history of itching under right breast. On examination annular ring lesion was present under the breast. The diagnosis is –,Tinea corporis (ringworm) involving the inframammary area.,0.5
ad9f5fd9-e693-4ee9-a5d4-040833ac8bd7,A young boy 18 years of age presents with Pain in groin for 2 days. On examination the testis seems high and cremasteric reflex is absent. Elevation of testis worsens the pain. The probable diagnosis is:,"Acute testicular torsion. The high-riding testis, absent cremasteric reflex, and pain worsening with elevation (negative Prehn sign) are classic; this is a surgical emergency.",0.95
8da5880c-2530-4c5b-a82a-394aa9b835d8,A 23 year old patient has fever with chills and headache since 7-8 days. Patient gives history of purulent are discharge on and off. He has retro-orbital pain. On examination he has mild ptosis. What is the likely diagnosis?,"Cavernous sinus thrombosis (otogenic), given fever, retro-orbital pain, and ptosis in the setting of purulent ear discharge.",0.5
2e136b6e-af1f-4795-bcdd-b43d60321de6,A 25 year old male presents with multiple erythematous annular plaques with peripheral collarette of scales arranged predominantly over trunk. What is the most probable diagnosis?,Pityriasis rosea.,1
96d84a96-5cb1-4f8b-bb49-e0cee3ceefea,"A sprightly 82 year old woman with a past history of a small hiatus hernia is recently diagnosed with osteoporosis and started on appropriate treatment. Three months later she complains to her family physician during a routine visit of progressive dysphagia to solids, especially to meat. The family physician notes
that she has lost 3 kg in weight although she retains a good appetite. She has no other symptoms and clinical examination is otherwise unremarkable. What is the most likely explanation?","Bisphosphonate-induced esophageal injury (e.g., alendronate) causing ulceration/stricture is most likely, given the timing after starting osteoporosis therapy and her hiatus hernia. These drugs can lead to progressive solid dysphagia and weight loss if not taken upright with plenty of water.",0.9
117a0560-a8ea-40f9-9a23-f5f068296fbc,A 3 year old child presents with normal development milestones except delayed speech and poor concentration. He has difficulty in communication and relating to others and also difficulty in making friends but plays with himself. The likely diagnosis is:,"Autism spectrum disorder (childhood autism). The combination of delayed speech, poor social reciprocity, difficulty making friends, and preference for solitary play fits ASD rather than Asperger’s (which lacks language delay).",1
a4130bdc-eba1-483e-9bdf-c5f6067ff468,"A 28-year-old G0, LMP 1 week ago, presents to your gynecology clinic complaining of a mass in her left breast that she discovered on a routine breast self-exam in the shower. When you perform a breast exam on her, you palpate a 2-cm firm, nontender mass in the upper inner quadrant of the left breast that is well circumscribed and mobile. You do not detect any skin changes, nipple discharge, or lymphadenopathy. What is this patient's most likely diagnosis?","Fibroadenoma of the breast—a benign, well-circumscribed, firm, mobile mass typical in women in their 20s.",1
05401516-f705-43d7-8663-a3f118394da4,A patient presented with gradually progressive painless mass since 10 yrs. It is firm to nodular & variable in consistency at each site. Most probable diagnosis is?,"Pleomorphic adenoma (benign mixed tumor) of the salivary gland, most commonly the parotid. It typically presents as a slow-growing, painless, firm, nodular mass with variable consistency.",1
5f8ed029-84f9-4ec8-8874-b15961d134d5,"An infant has hepatorenomegaly, hypoglycemia hyperlipidemia, acidosis & normal structured glycogen deposition in liver. What is the diagnosis:",Glycogen storage disease type I (Von Gierke disease) due to glucose‑6‑phosphatase deficiency.,1
c4e948f5-e343-4847-99b0-833cfc920b51,25 years old female has palatal ulcer and skin blister most likely diagnosis is-,"Pemphigus vulgaris. Painful oral (palatal) ulcers with skin blisters in a young adult strongly suggest this mucocutaneous autoimmune blistering disease (anti-desmoglein, often Nikolsky positive).",1
0bb4a7e5-669e-46b1-8d34-8b0b7037a477,A patient presented with unilateral proptosis which was compressible and increases on bending forward. No thrill or bruit was present. MRI shows a retroorbital mass with enhancement. The likely diagnosis is-,"Orbital venous varix (distensible venous malformation), given the compressible proptosis that increases on dependency/Valsalva without thrill or bruit.",1
b9eaa8d0-c04a-47d2-bec9-fad64570d01e,A 12 years old child presenting with painless neck swelling in supraclavicular region which staed discharging after few days. The most probable diagnosis?,Tuberculous cervical lymphadenitis with a cold abscess draining through a sinus (scrofuloderma).,0.5
b2ede6a0-22d4-48d8-ba09-8de3b6eaa287,"A middle aged man complains of upper abdominal pain after a heavy meal. There is tenderness in the upper abdomen and on X-ray, widening of the mediastinum is seen with pneumo-mediastinum. What is the diagnosis?",Boerhaave syndrome — spontaneous esophageal rupture leading to pneumomediastinum and mediastinal widening after a heavy meal (often following forceful vomiting).,1
0e6c06a9-b6a9-4026-9867-d92c0f1396f1,A 5 day old child presents with intractable seizures. He had rashes all over the body. Blood examination showed hyperammonemia and lactic acidosis. The probable diagnosis is -,"Neonatal multiple carboxylase deficiency (holocarboxylase synthetase deficiency)—a biotin‑responsive disorder causing rash, intractable seizures, lactic acidosis, and hyperammonemia.",0.5
