id,question,answer,score
45d55ea3-7975-4e9b-af5d-b3399c539e0e,"2 months old child having birth weight 2kg, with poor feeding, very sleepy and wheezing. The diagnosis is -","This appears to be symptoms of possible neonatal infection or respiratory distress. However, an exact diagnosis can only be made by a healthcare professional after a thorough examination. Seek medical attention immediately.",0.5
eb6dbaa7-ae78-445d-bf98-13f833983e0c,A patient presented with local gigantism of the leg and increased pulsations of the lower limb veins. Most probable diagnosis is,"The most probable diagnosis is Klippel-Trenaunay Syndrome, a rare congenic vascular disorder characterized by leg enlargement, venous malformations, and port-wine stains.",0.5
44089053-e052-49d6-abde-58cc2b389bee,"A 70-year-old man presents with h/o prosopagnosia, loss of memory, 3rd person hallucinations since 1 month. On examination deep tendon reflexes are increased, mini-mental examination score is 20/30. What is most likely diagnosis?","The most likely diagnosis is Alzheimer's disease or another form of dementia, given the patient's age, hallucinations, memory loss, prosopagnosia (difficulty recognizing faces), and diminished mini-mental examination score.",0.9
1d637ef7-069f-41ee-95a6-6f136d264aa0,A 27-year-old female came for treatment of infertility to OPD; bromocriptine was prescribed. What could be the possible reason?,"The possible reason could be that she has high levels of prolactin hormone in her body, a condition known as hyperprolactinemia, which can cause infertility. Bromocriptine is used to lower prolactin levels.
",1
637670f7-d970-4549-8e2d-90cb5119a13e,"A patient put on ventilator shows a reading of ABG analysis as | PaCO2, Normal PaO2 and pH 7.5, what is the likely diagnosis?","The patient likely has respiratory alkalosis, which is indicated by the elevated pH (alkalemia) and normal PaCO2.",0.8
8e499cc8-3e71-4323-bbd5-93ed309c58dc,"A 31-year-old male was brought to the emergency room by a colleague after having a seizure at work. The colleague repoed that over last 6 months the man would frequently come late to office and was given warnings for the same reason.The colleague also stated that he would often come to office after consuming alcohol, was seen with clenched fists and grinding his teeth most of the time and was once caught by boss while he was using alcohol in office. Patients mother had expired two days back, and he was in his house for last two days and had just joined the office today. What is the likely diagnosis","The symptoms suggest Alcohol Withdrawal Syndrome, however a proper diagnosis would require a full medical evaluation.",0.9
6dc070f5-ddd0-4c8f-947d-fe13c122aeef,"A young boy presented to OPD with multiple shiny pinhead size white papules over dorsum of head, forearm and penis. What would be the diagnosis?","The boy's symptoms seem consistent with Molluscum Contagiosum, a common viral skin infection.",0
3c860ea8-ae63-4bad-9032-90a0c570bb2c,"A 60-year-old male presents with coloured halos. On Fincham&;s test, the halos split and then reunite. The most probable diagnosis is",The most probable diagnosis is acute angle-closure glaucoma.,0
d2982f86-756b-4900-b101-e28f20ac8d7e,"A 5-year-old woman presents with dry cough and progressive breathlessness of two years duration. Examination reveals clubbing, cyanosis and bibasilar crepts. What is the probable diagnosis -","The symptoms are suggestive of a chronic lung condition, potentially idiopathic pulmonary fibrosis.",0.5
311cdecb-0f7a-4062-98d3-1f8717748201,"An 8-year-old girl is brought into the physician's office in mild respiratory distress. She has a history of allergies to cats and wool, and her parents state that she has recurrent episodes of upper respiratory tract infections. Physical examination shows expiratory wheezes, use of accessory respiratory muscles and a hyperresonant chest to percussion. Analysis of aerial blood gases discloses respiratory alkalosis and theperipheral eosinophil count is increased. What is the appropriate diagnosis?",The appropriate diagnosis is Asthma.,1
bc267e20-5399-49e3-99a0-eb2a5df875ae,30-year-old female c/o right hypochondrial pain- On CT floating membranes are seen in liver- diagnosis,"This condition could potentially be a diagnosis of a hepatic hydatid cyst, an infection caused by Echinococcus granulosus or Echinococcus multilocularis.",1
a30ef1a8-2434-4555-8e3c-940b50b46781,"This patient, previously healthy, came now with dyspnoea and low grade fever since 4 months. His lungs are clear. JVP is normal. ECG showed low voltage complexes. What is the possible diagnosis?","The possible diagnosis could be Cardiac Tamponade, a condition caused by the accumulation of fluid in the pericardial space resulting in reduced ventricular filling and subsequent hemodynamic compromise. It's important to seek further testing to confirm.",0.5
2153cd41-c77c-4320-a03f-b9f048463369,A patient presents with unilateral painful ophthalmoplegia. Imaging revealed an enlargement of cavernous sinus on the affected side. The likely diagnosis is:,The likely diagnosis is Tolosa-Hunt Syndrome.,1
98eec545-7c9f-4284-9d50-c9a52105497e,A 25-year-old female presents with progressive dyspnea for one year. CXR shows interstitial opacities and spirometry shows an obstructive pattern. What is the diagnosis?,The described symptoms suggest a potential diagnosis of Interstitial Lung Disease.,0.5
98944f7a-ec81-4040-b6fb-618ba132085d,What is the treatment for primary grade 5   vericoureteric reflux  involving both kidney in a 8 months old boy is,"The treatment for grade 5 vesicoureteral reflux in an 8-month-old boy typically involves a surgical procedure such as endoscopic surgery, open surgery, or robotic-assisted laparoscopic surgery, in order to correct the condition and avoid kidney damage.
",0.5
5f37ba67-2289-410c-b471-c35d4097650b,A 5 years old child presents with perivascular IgA deposition and neutrophilic collection. There is erythematous rash on the lower limb and non blanching purpura. Probable diagnosis is:,The probable diagnosis is Henoch-Schonlein Purpura (HSP).,1
536fc2cf-ebdc-471c-a07a-e5739f330eb8,"A 30-year-old male, Kallu, with a history of sexual exposure comes with a painless indurated ulcer over the penis with eveed margins. The diagnosis is","Kallu likely has syphilis, a sexually transmitted infection indicated by a painless ulcer, known as a chancre.
",1
fb38bd7e-5c1c-4c72-9dab-57529d3dd7b9,A 20-year-old female from Uttar Pradesh presents with nasal obstruction and crusting of nose. Examination revealed an infiltrating lesion involving the nasal vestibule and upper lip with broadening of nasal dorsum. Likely diagnosis is:,"The likely diagnosis is Rhinoscleroma, a chronic granulomatous infection that primarily affects the nose.",1
39cc2243-9a92-45f0-a941-eb601a8af451,A 50 year old male presented with recurrent bloody diarrhea. Colonoscopy showed geographical ulcers. Histopathology is shown below. What is your diagnosis?,"Without visible information or further details, I cannot provide a diagnosis. Please provide me with more specific clinical, histopathological data or refer to a healthcare professional for thorough diagnostic evaluation.",0.5
ef20580f-461a-41cb-af4d-9c232907e409,"A coin is loaded in the esophagus of an asymptomatic 3 years female child, treatment is:",The treatment typically involves endoscopic removal of the coin by a trained medical professional.,0.75
01ddc7d4-8bd8-4ab5-85a8-2ea6498a9ac4,A 40-year-old female patient presented with dysphagia to both liquids and solids and regurgitation for 3 months. The dysphagia was non-progressive. What is the most likely diagnosis?,"The most likely diagnosis for the mentioned symptoms is Achalasia, a disorder affecting the esophagus.",0.9
33019825-a1b2-4fe4-8b60-c24b9f890123,"A 4–year–old child is admitted with fever, non–purulent conjunctivitis, rashes, cervical lymphadenopthy, hepatomegaly and desquamation of fingers and toes. Echocardiography shows coronary artery aneurysm. What is the most likely diagnosis ?",The most likely diagnosis for this child is Kawasaki Disease.,1
9fbb02d6-25d7-4027-b762-fcb6441b6f15,A 50-year-old man had drinks followed by a heavy dinner. He had severe vomiting and chest pain and collapsed. X-ray of chest showed hydropneumothorax. The likely diagnosis is:,"The likely diagnosis is Boerhaave syndrome, a spontaneous rupture of the esophagus often associated with forceful vomiting, leading to hydropneumothorax.",1
6a4df828-83d9-427e-a338-6b03db8b8f93,A thiy-year-old male presents to the Emergency Depament with symptoms of epigastric pain radiating to back that wakes him up at night and is relieved by consuming food. He gives a history of similar pain in the past which was diagnosed as perforated duodenal ulcer and treated with omental patch surgery on two occasions. Pain before and after surgery has been controlled with proton pump inhibitors and analgesics. The likely diagnosis on this occasion is,"The likely diagnosis could be a recurrent duodenal ulcer, given his past history and the similar symptoms. However, further investigations would be required to confirm.",1
5c1f2183-4eb5-4fab-a131-974eefdaedd5,A patient presents with hypeension and hypokalemia. CT abdomen was performed. What is the diagnosis?,"As an AI, I don't diagnose but the symptoms presented such as hypertension and hypokalemia could be suggestive of conditions such as Primary Aldosteronism, but a CT scan and further medical evaluations are required for a diagnosis. Please consult with a healthcare professional.",0.5
2c494ffd-f802-4081-8a0b-4ed1ac1200b2,"A 15 year old boy presented with multiple hypoaesthetic macules with sloping edge, seen on the face, trunk and arms. Histopathologic examination of lesion shows numerous bacilli and granulomatous infiltration. What is your diagnosis?","The diagnosis is likely leprosy (Hansen's disease), suggested by the presence of hypoaesthetic macules and granulomatous infiltration with bacilli on histopathologic examination.
",0.75
799f5cf7-2804-4395-9540-922089158b80,"Kallu a 22 years old male suffers from decreased sleep, increased sexual activity, excitement and spending excessive money for last 8 days. The diagnosis is:","Kallu may be experiencing a manic episode, often associated with Bipolar Disorder.",0.8
a2ac72fd-6d3c-44e9-aeba-54c0c5b43849,"A two-month-old infant is brought to the hospital emergency with marked respiratory distress. On examination, the infant has cyanosis and bilateral crepitations. Heart rate is 180/min, respiratory rate 56/min and the liver span 7.5 cm. The child has had repeated episodes of fever, cough and respiratory distress since the time of birth. Cardiovascular examination reveals a grade III ejection systolic murmur in left parasternal area and the chest X-ray reveals cardiomegaly with a narrow base and plethoric lung fields. What is the most likely diagnosis?","The symptoms suggest the infant is likely suffering from Congenital Heart Disease, specifically, a condition like Tetralogy of Fallot.",0.5
b0500326-7315-42c7-b50f-bfb80696691d,"A 10-year-old boy was admitted to the ward with complaints of fever for 2 weeks duration. After admission his fever pattern is recorded (shown below). In addition, he has ahritis and hepatosplenomegaly. What is the likely diagnosis?","Based on the symptoms, the likely diagnosis is Juvenile Rheumatoid Arthritis or another systemic inflammatory condition. However, specific fever patterns and lab information are required for a more accurate diagnosis.",0.5
66df7f5e-a9a5-4bf7-b5ea-cfc52e3e40e2,A 56 year old woman has not passed stools for the last 14 days. Xray shows no air fluid levels. Probable diagnosis is :,"The probable diagnosis could be chronic constipation, possibly due to slow transit constipation or bowel obstruction. However, further tests would be necessary for a confirmed diagnosis.",0.5
5432c783-52d9-4918-a197-fda8301d051b,26 yr old male presents with painless swelling over umbilicus). What is the most probable diagnosis?,The most probable diagnosis could be an umbilical hernia.,1
c6b6c019-a397-4140-bf8f-a7e3a7087d70,A 17-year-old boy presents with chronic low back pain and stiffness for the past 8 months. He denies any GIT or genital infections. His temp is 98.6 F. Lab investigation shows normal ESR and negative RA factor. X-ray films of the veebral column show flattening of the lumbar curve and subchondral bone erosion involving the sacroiliac joints. Most likely diagnosis?,"The most likely diagnosis for this patient is Ankylosing Spondylitis, an inflammatory disease that can cause some of the vertebrae in the spine to fuse together.",1
60ffa584-9fc1-4006-99ba-e4f955f3135a,A 30 year old female presents with history of itching under right breast. On examination annular ring lesion was present under the breast. The diagnosis is –,"The diagnosis could be Tinea corporis, also known as ringworm, a common fungal infection that forms a ring-like rash.",0.5
ad9f5fd9-e693-4ee9-a5d4-040833ac8bd7,A young boy 18 years of age presents with Pain in groin for 2 days. On examination the testis seems high and cremasteric reflex is absent. Elevation of testis worsens the pain. The probable diagnosis is:,The probable diagnosis is Testicular Torsion. This condition requires urgent medical attention.,0.8
8da5880c-2530-4c5b-a82a-394aa9b835d8,A 23 year old patient has fever with chills and headache since 7-8 days. Patient gives history of purulent are discharge on and off. He has retro-orbital pain. On examination he has mild ptosis. What is the likely diagnosis?,"The symptoms described, including purulent ear discharge, fever, headache, retro-orbital pain and mild ptosis, suggest the patient may have mastoiditis which has spread causing a condition known as Gradenigo's syndrome.",1
2e136b6e-af1f-4795-bcdd-b43d60321de6,A 25 year old male presents with multiple erythematous annular plaques with peripheral collarette of scales arranged predominantly over trunk. What is the most probable diagnosis?,The most probable diagnosis for this patient is Pityriasis Rosea.,1
96d84a96-5cb1-4f8b-bb49-e0cee3ceefea,"A sprightly 82 year old woman with a past history of a small hiatus hernia is recently diagnosed with osteoporosis and started on appropriate treatment. Three months later she complains to her family physician during a routine visit of progressive dysphagia to solids, especially to meat. The family physician notes
that she has lost 3 kg in weight although she retains a good appetite. She has no other symptoms and clinical examination is otherwise unremarkable. What is the most likely explanation?","The most likely explanation is that her hiatus hernia has become larger or more symptomatic, causing difficulty in swallowing (dysphagia) especially to solid foods.",0.5
117a0560-a8ea-40f9-9a23-f5f068296fbc,A 3 year old child presents with normal development milestones except delayed speech and poor concentration. He has difficulty in communication and relating to others and also difficulty in making friends but plays with himself. The likely diagnosis is:,"The likely diagnosis is Autism Spectrum Disorder. 
",0.9
a4130bdc-eba1-483e-9bdf-c5f6067ff468,"A 28-year-old G0, LMP 1 week ago, presents to your gynecology clinic complaining of a mass in her left breast that she discovered on a routine breast self-exam in the shower. When you perform a breast exam on her, you palpate a 2-cm firm, nontender mass in the upper inner quadrant of the left breast that is well circumscribed and mobile. You do not detect any skin changes, nipple discharge, or lymphadenopathy. What is this patient's most likely diagnosis?","The patient's most likely diagnosis is a fibroadenoma, a common benign breast tumor typically found in younger women.",1
05401516-f705-43d7-8663-a3f118394da4,A patient presented with gradually progressive painless mass since 10 yrs. It is firm to nodular & variable in consistency at each site. Most probable diagnosis is?,"The description might suggest a diagnosis of a lipoma or another type of benign tumor. However, only a biopsy can provide a definite diagnosis.
",0.5
5f8ed029-84f9-4ec8-8874-b15961d134d5,"An infant has hepatorenomegaly, hypoglycemia hyperlipidemia, acidosis & normal structured glycogen deposition in liver. What is the diagnosis:",The infant might have Type I Glycogen Storage Disease or Von Gierke's disease.,0.95
c4e948f5-e343-4847-99b0-833cfc920b51,25 years old female has palatal ulcer and skin blister most likely diagnosis is-,"The most likely diagnosis could be Pemphigus Vulgaris, a rare autoimmune disorder causing blistering of the skin and mucous membranes. Please consult a healthcare professional for a definitive diagnosis.",1
0bb4a7e5-669e-46b1-8d34-8b0b7037a477,A patient presented with unilateral proptosis which was compressible and increases on bending forward. No thrill or bruit was present. MRI shows a retroorbital mass with enhancement. The likely diagnosis is-,"The likely diagnosis is an Orbital Venous Malformation, also known as Orbital Varix.",1
b9eaa8d0-c04a-47d2-bec9-fad64570d01e,A 12 years old child presenting with painless neck swelling in supraclavicular region which staed discharging after few days. The most probable diagnosis?,"The most probable diagnosis for this is a cervical lymphadenitis or an infected lymph node in the neck region. However, diagnosis must be confirmed through medical examination.",0.5
b2ede6a0-22d4-48d8-ba09-8de3b6eaa287,"A middle aged man complains of upper abdominal pain after a heavy meal. There is tenderness in the upper abdomen and on X-ray, widening of the mediastinum is seen with pneumo-mediastinum. What is the diagnosis?","The symptoms and X-ray findings suggest a diagnosis of Boerhaave syndrome, a spontaneous rupture of the esophagus often caused by severe vomiting.",0.9
0e6c06a9-b6a9-4026-9867-d92c0f1396f1,A 5 day old child presents with intractable seizures. He had rashes all over the body. Blood examination showed hyperammonemia and lactic acidosis. The probable diagnosis is -,"The probable diagnosis could be a Urea Cycle Disorder, a group of rare inherited diseases which could result in both hyperammonemia and lactic acidosis.",0.5
0ba3932a-a8be-484c-809f-7e72fa31b880,"A 30-year old female complains of lower abdominal pain and purulent vaginal discharge. Her pulse rate is 98/min, temperature is 101oF, WBC and ESR are raised. Per vaginal examination reveals lower abdominal tenderness and cervical motion tenderness. What is the best treatment option for her?","The patient's symptoms suggest Pelvic Inflammatory Disease (PID). The recommended treatment is usually a combination of antibiotics, such as ceftriaxone and doxycycline, to cover a broad range of potential bacteria.",0.85
ee0067d6-ad98-49ea-9618-668b7b440109,A 7 year old boy with boggy swelling of the scalp with multiple discharging sinuses with cervical lymphadenopathy with easily pluckable hair. What would be done for diagnosis –,"The boy would likely need to undergo diagnostic tests such as a clinical examination, cultures or microscopy of the discharged pus or plucked hair, and potentially a biopsy of the scalp. A radiological study like an ultrasound may also be necessary to view deeper tissues.",0.5
ddf40ec2-3b9a-433b-88fb-ba0afed5ccc1,"A patient with sinus infection develops chemosis,B/L proptosis and fever, the diagnosis goes in or of:","The symptoms suggest the patient may have orbital cellulitis, a severe condition often secondary to sinus infection. Please seek immediate medical attention.",0.5
231731aa-d3f8-4115-bff1-3aa5e7527eee,The drug used in coronary aery stenosis during Angio procedure?,"A common drug used during angioplasty for coronary artery stenosis is a contrast dye, but other drugs like anti-platelet agents, anti-coagulants or nitroglycerin may also be used.",0.5
6678db04-ec27-44f1-a90b-f709893acc5c,A 5-year old child presents with perivascul a r IgA deposition and neutrophilic. collection. There is erythematous rash on the lower limb and non-blanching purpura. Probable diagnosis is ?,"The probable diagnosis is Henoch-Schönlein Purpura (HSP), a form of vasculitis that primarily affects children.",1
afab8b99-0bcb-430c-95ea-022f7dc0f49d,A 6-day old newborn infant develops Ketonuria seizures and hypoglycemia. The likely diagnosis is,"The likely diagnosis is Neonatal Hyperinsulinism, a condition that can cause hypoglycemia, seizures, and ketonuria in newborns.",0
01821eef-25d9-417d-8961-5d9417061133,"A 2O year-old woman presents with bilateral conductive deafness, palpable purpura on the legs and hemoptysis. Radiograph of the chest shows a thin-walled cavity in left lower zone. Investigations reveal total leukocyte count 12,000/mm red cell casts in the urine and 12,000/mm serum creatinine 3 ing/dL .What is the most probable diagnosis?","The most probable diagnosis is Granulomatosis with Polyangiitis (formerly known as Wegener’s Granulomatosis), an autoimmune disease characterized by inflammation of blood vessels, which may affect the kidneys, lungs, and other organs.
",1
f9d53aa0-dd3d-4b66-a9b1-0155070fdd04,"A 75-year-old male patient is accompanied by his wife.The patient's wife is concerned that since staing some new medications for his Parkinson's disease, he has staed acting differently. She repos that since staing the new medication he has staed gambling and making inappropriate sexual comments to the cleaning maid. Which medication is likely to be responsible for this new behaviour?",The medication likely responsible for this new behavior is a type of dopamine agonist used to treat Parkinson's disease.,0.5
945521d1-364a-4d53-9704-4d96c3d3e364,A 7 yr patient came to opd with nodule on conjunctiva. He has history of taking TB treatment in the past. The nodule with has now encroached the limbus. What is the possible diagnosis.,"The possible diagnosis could be a conjunctival tuberculoma, especially given the patient's history of tuberculosis treatment.",0.5
b039012d-ccf9-4712-a45a-27772fd52c8f,"A 60-year-old patient came with 4 episodes of massive bleeding per rectum. On examination the abdomen is soft and there is no tenderness, with bowel sounds being normal. The most likely diagnosis is","The patient may be having diverticular disease or gastrointestinal hemorrhage. However, definitive diagnosis needs further tests such as a colonoscopy.",0.5
f36b4e6a-3401-40e9-9257-f9e2f6ae9fc9,X-ray spine of a child is shown. What is the probable diagnosis?,"As an AI, I can't view or interpret images. Please provide details about the findings for better assistance.",0
d46952e8-622e-46bb-8adf-1c4bdd60e6f0,21 year old man presented with shoulder pain after falling off his bike. What is your diagnosis?,"As an AI, I can't diagnosing conditions, but the symptoms you mention could indicate something like a fracture, dislocation, or sprain. A doctor would need to confirm with an examination and potentially an X-ray.",0.5
46572317-90b7-4c54-985a-0ad2d194dcf6,9 year old female child with history of head ache and visual disturbance.  What could be your possible diagnosis?,"The symptoms could possibly indicate migraines or even a more serious condition like a brain tumor or intracranial hypertension. However, a professional medical diagnosis is essential.",0.5
b8b804d3-bb2d-4870-9f81-7d66dd73959a,Type 1 diabetes mellitus patient presents with nasal septal and palatal perforation with brownish black nasal discharge probable diagnosis is:,"The probable diagnosis could be Mucormycosis, a rare fungal infection, also known as ""black fungus"". It's commonly seen in diabetic patients with uncontrolled sugar levels.
",1
29ddf07f-ff3d-483b-b86e-1b9d69a94e66,"A 35-year-old man presents with daily headache. He describes two attacks per day over the last 3 weeks. Each attack lasts about an hour and awakens him from sleep. The patient has noticed associated tearingand reddening of the right eye as well as nasal stuffness. The pain's deep, excruciating, and limiting to the right side of the head. The neurological examination is normal. What is the most likely diagnosis ?","The most likely diagnosis is cluster headaches, given the patient's symptoms of daily, severe, one-sided headaches with associated autonomic symptoms like tearing, reddening of the eye, and nasal stuffiness.",1
bb4f6c9e-e943-4eed-8c8a-16d5637d9efb,"A young 8-year old boy presents with multiple discrete, shiny, pin-head papules on dorsal aspect of hand, forearms and shaft of penis. The diagnosis is:","The diagnosis is likely Molluscum Contagiosum, a common viral infection in children that causes skin lesions.",0
3d6d5600-8b85-401b-9693-b624111a4db1,A 15 year old boy had 10-12 paial complex seizures per day in spite of adequate 4 drug antiepileptic regime. He had history of repeated high grade fever in childhood. MRI for epilepsy protocol revealed normal brain scan. What should be the best non-invasive strategy to make a definite diagnosis so that he can be prepared to undergo epilepsy surgery.,Performing a non-invasive video electroencephalogram (EEG) monitoring would be the best strategy to localize the epilepsy focus and evaluate the feasibility of epilepsy surgery.,0.6
fb804e8c-8a10-49e7-a558-2eaf9f829c87,A 30 year old lady with fever and pain in right hypochondrium with breath catch up upon palpation. Clinical diagnosis:,"This could possibly be a case of acute cholecystitis or gallbladder infection, but further diagnostic testing is necessary to confirm.",0.9
a2279d80-14bb-4fb0-834d-4832fb7a139c,23-year-old lady Sony develops brown macular lesions over the bridge of nose and cheek following exposure to light. The probable diagnosis is –,"The probable diagnosis for Sony is Melasma, a skin condition where brown or grey-brown patches appear, typically after sun exposure.",0.5
5ebcdf33-c63b-402d-a198-eabd5a9ec973,A 16 year old girl who was sexually abused has no recollection for the event and is not able to remember anything despite her best effos. What is the diagnosis-,"This could be a case of dissociative amnesia, specifically selective amnesia, where the person forgets certain details or an event entirely due to traumatic or stressful experiences.",0.9
b710eccd-1457-4a05-aacd-da390283da29,A patient develops hypoglycemia. He was on insulin and acarbose. For treatment of above what is to be given?,"In case of hypoglycemia, immediate treatment involves giving the patient a fast-acting source of sugar such as glucose tablets, fruit juice, or regular soda. Insulin dose may require adjustment by a healthcare professional.",0.5
806ec4d6-0766-48c9-bd1d-55b70fdf08e8,A 28 years old lady with bilateral buccal reticulate white streak. Pain increases on intake of spicy food intake and patient gives no h/o tobacco but shows amalgam on 3rd molar. What is the diagnosis?,"The symptoms suggest Oral Lichen Planus, a chronic inflammatory condition that affects the mucous membrane inside your mouth. Please consult a healthcare professional for a proper diagnosis.",0.9
fff7b566-212c-48d5-9e20-9e5b4cf634bb,"A 30 year old lady do sudden onset breathlessness, anxiety, palpitation & feeling of impending doom. Physical examination is normal. What is the diagnosis -","The symptoms suggest that the lady may be experiencing a panic attack. However, further evaluations are needed for a definitive diagnosis.",0.9
eb526edb-77ba-4c06-abcc-6ca1c0befe66,"A 22-year-old woman is diagnosed with bipolar disorder. Over the next year, she develops neurologic manifestations that include resting and intention tremors, rigidity, chorea, dysphagia, and dysarthria. On physical examination, she has bilateral Babinski signs. There are ring-like deposits of green material involving the cornea bilaterally, but her vision is not decreased. One year later, she has an illness that lasts 3 weeks, with nausea, vomiting, and malaise and scleral icterus. Laboratory findings include serum AST, 100 U/L; ALT, 122 U/L; alkaline phosphatase, 105 U/L; total bilirubin, 4.5 mg/ dL; glucose, 77 mg/dL; and creatinine, 0.9 mg/dL. Serologic test results for hepatitis A, B, and C are negative. This episode subsides without treatment, but she eventually develops cirrhosis. A mutation in a gene encoding for what substance is most likely to be present in this woman?","This woman most likely has a mutation in the ATP7B gene, which encodes a copper-transporting ATPase. This is indicative of Wilson disease, a disorder of copper metabolism.",1
4aa0bfa2-4dd1-4cd0-aa89-284ce4a9da65,A child complains of fluid coming out of umbilicus on straining. What is the diagnosis?,The child may be suffering from a condition known as umbilical hernia.,0.5
d8427815-4ccd-401e-87c6-50475c1c06d0,"A child presents with a white patch over the tonsils, diagnosis is best made by culture in","The diagnosis is best made by culture in a laboratory setting specifically for Group A Streptococcus, the bacteria most commonly associated with tonsillar white patches or ""strep throat"".",0.5
98c15fba-9e97-4483-bcaa-250ea47b933f,"A five-year-old boy with coarse facial features, mental retardation, dysostosis multiplex. Corneal clouding was not present. What is the diagnosis:","The diagnosis could be Hurler-Scheie Syndrome, a form of Mucopolysaccharidosis.",0
cf39be9b-6b2c-4e6e-b57b-73a9e49d8e5d,"Young famale presents with myalgia fever, headache, diarrhoea and an erythematous rash which first appeared in the groin. Most likely diagnosis is-",The most likely diagnosis is Scarlet Fever.,0
e2541c1b-23f9-478f-b993-446f24cf3fac,"A 35 - year old male develops involvements of PIP, DIP and metacarpophalangeal joints with sparing of wrist and carpometacarpal joints. The probable diagnosis is:",The probable diagnosis is likely to be Rheumatoid Arthritis.,0
e367e44b-5012-4347-8869-76819615efff,"A 30-year-old man is brought to the emergency department following a high-speed car accident. He was the driver, and the windshield of the car was broken. On examination, he is alert, awake, oriented, and in no respiratory distress. He is unable to move any of his four extremities; however, his extremities are warm and pink. His vital signs on admission are HR 54 bpm and BP 70/40 mm Hg. What is the diagnosis?","The patient is likely suffering from spinal shock, a condition characterized by decreased reflexes, loss of sensation, and flaccid paralysis below the level of injury following a high-impact, traumatic accident. His vital signs suggest neurogenic shock, caused by a sudden loss of autonomic nervous system function due to the spinal injury.",0.9
01c3f2ff-a84a-4176-b864-173efe534001,"A 45 year old lady presents with normal PT and increased aPTT. About 2 years ago, she was operated for cholecystectomy & did not have any bleeding episode. What is next investigation for clinical diagnosis?","The next step for clinical diagnosis could be a mixing study (also known as correction or factor assay), which will help identify if the prolonged aPTT is due to a factor deficiency or an inhibitor.",0.5
1076e84e-3ac0-4a15-a845-f77bde94b7aa,"3 year old child come in ER with H/o vomiting, loose watey motion for 3 days. on examination, child was drowsy, sunken eye. Hypothermia and skin pinch take time to reve back, diagnosis?","The child's symptoms suggest severe dehydration, likely due to gastroenteritis or a similar condition causing prolonged vomiting and diarrhea. Immediate rehydration and treatment are required.",0.9
90081c38-c489-4302-8c55-c35abc323a1b,"A 30 year old man who was recently started on haloperidol 30mg/day developed hyperpyrexia, muscle rigidity, akinesia, mutism, sweating, tachycardia and increased blood pressure. The investigations showed increased WBC count, increased creatinine phosphokinase. There is no history of any other drug intake or any signs of infection. The most likely diagnosis -","The most likely diagnosis is Neuroleptic Malignant Syndrome, a rare but serious reaction to antipsychotic medications such as haloperidol.",1
a85d12ac-e8ae-45e6-af47-234800443ffb,"A 50 year old male presents with painupper abdomen, pruzitus, jaundice and weight loos, elevated ANA, the likely diagnosis is","The likely diagnosis is Primary Biliary Cirrhosis (PBC), an autoimmune disease of the liver.",0.5
458112ab-1399-4bc7-bed5-def958c1d4bf,"A young lady presents with lacy lesions in oral cavity and genitals, and her proximal nail fold has extended onto the nail bed. What is the likely diagnosis",The young lady likely has Lichen Planus based on the symptoms described.,1
2bbd43a8-2862-4278-930d-a831285ec3b0,"A 15 year old boy was brought the child psychiatrist by her mother. She repos that boy has been performing poorly in the school and has failed twice in 7th class. She fuher repos that he doesn't follow the instruction of teachers and doesn't obey the parents. He frequently gets into fight with other kids and often gets injured in the brawl. Three times, he has been caught stealing money from his fathers purse. Last week he was also seen smoking with couple of much older students in front of his school. What is the diagnosis?","The symptoms described suggest that the boy might be dealing with Conduct Disorder, a serious behavioral and emotional disorder prevalent in children and teens. Please consult a professional for a proper diagnosis.",1
5d25ed67-39d5-4617-9eb2-4fe469b64115,This specimen was resected from a child with intestinal obstruction. What is the most likely diagnosis?,"As an AI, I can't diagnose specific cases. However, in a child with intestinal obstruction, common causes might include intussusception, volvulus, or congenital anomalies such as Hirschsprung's disease. You need to consult the child's healthcare provider for a precise diagnosis.",0.5
4b528820-6b09-496a-a0dc-f08e71f0f33a,"A 60 yr old woman came to OPD with distended abdomen and postmenopausal bleeding. Imaging suggests bilateral ovarian complex masses with a CA 125 value of 1500. A comprehensive surgical staging is planned. Per operatively, bilateral ovarian masses are seen with surface involvement and ascites. There is no pelvic or extrapelvic extension of tumor or lymph node involvement. What is the appropriate treatment?","The appropriate treatment would generally be a total abdominal hysterectomy, bilateral salpingo-oophorectomy, omentectomy, and any further necessary debulking surgery, followed by chemotherapy with a platinum-based regimen such as carboplatin plus paclitaxel.",1
0e3ddcd8-27f6-4c60-98e0-ec343bfaeb4e,"A 17 year old girl had been taking a drug for the treatment of acne for the last 2 years, which has lead to pigmentation. Which drug could it be?","The drug could be Minocycline, an antibiotic commonly used for acne treatment which can potentially lead to pigmentation.",1
cf73928c-3585-4678-af7a-1221b9c962dc,A patient came to eye OPD with disc shaped edema over cornea and has a history of vesicles over lips few weeks back. There is no ulcer on staining. What can be the diagnosis:,"The patient could be suffering from Herpes Simplex Keratitis, a viral infection of the eye caused by the herpes simplex virus.",0.5
cceff228-750d-4d1b-9568-1d8cba4fd5fd,"A10-year-old child with pain and mass in right lumbarregion with no fever, with right hip flexed and X-ray shows spine changes. Most probable diagnosis is:","The most probable diagnosis could be appendicitis or a psoas abscess, but a complete medical evaluation is necessary for an accurate diagnosis.",0.5
