id,question,cop,opa,opb,opc,opd
1920f7c8-1ba3-4894-8c5f-54411c66b3bd,"A 70-year-old man with a history of emphysema and progressive dyspnea is admitted with mild hemoptysis. On exam, he is afebrile; he has a left-sided chest wall scar from a previous thoracotomy with decreased breath sounds in the left lung field. There are wheezes and rhonchi heard in the right lung field. The CXR is shown in . Based on the CXR and clinical history, the most likely diagnosis is",1,Left lung atelectasis with mucus plug,Metastatic lung disease from lung primary,Multiple pulmonary infarcts,Septic emboli
4ca5937d-a090-4222-a0bc-91b32c4a7c9f,A 65 yr. old man developed severe acute onset breathlessness within few hours of an aortic valve replacement. X-Ray diagnosis is?,2,Gross bilateral pleural effusion,Left tension pneumothorax,Pericardial tamponade,Entire left lung collapse
20442569-e3fd-409b-93f9-d92923cd6b15,First line treatment of T315I mutation in CML management is?,2,Bosutinib,Tofacitinib,Ponatinib,Nilotinib
c9ac50a8-5907-46a2-8a3e-ca15ccf1f37c,"A 6 months old baby coming with /o increasing difficulty in breathing of 2 days duration and on examination baby is afebrile & B/L wheeze & CXR shows B/L hyperinflation of the lungs with normal WBC count, the diagnosis is –",0,Bronchiolitis,Asthma,Ch. Bronchitis,Pneumonia
e285f8f2-9e35-49ee-ac39-3de894d5f47c,"A 70-year-old male presents with hearing loss and tinnitus. On examination, he has a conductive type of deafness and a dull tympanic membrane on the right side. Lymph nodal enlargement of 3x3 cm was noted in the posterior triangle of the neck. Tympanogram revealed a type B wave. The most likely diagnosis is",1,Middle ear tumor,Nasopharyngeal malignancy,Acoustic neuroma,Tuberculosis of middle ear
6a335d72-a975-48f6-8ca2-da00c141833a,A 20 year old foot ball player received a hard kick in the epigastrium. A large cystic swelling appeared in the epigastrium two weeks later. The most likely diagnosis is,2,Hydatid cyst of liver,Amoebic liver abscess,Pseudopancreatic cyst,Hematoma of rectus sheath
b2a9a600-a583-4d2b-967c-759dcd1e4f7c,"A 28-year-old man is evaluated in the primary care office for new onset rash on both legs for 1 week. He is a healthy person with no past medical illness and is not taking any medications. There is no history of recent fever but he has noticed occasional gum bleeding and one episode of nosebleed 4 days ago. He does not smoke, drinks alcohol only socially, and does not use any recreational drug. On physical examination, he is a healthy appearing man with no lymphadenopathy or hepatosplenomegaly. Laboratory studies reveal hemoglobin 14.8 gm/dL, hematocrit 42, MCV 86 fL, leukocyte count 6,000/mL, and platelet 22,000/mL. Liver function and renal function studies are normal. Peripheral smear reveals decrease in platelet count and no red cell abnormalities. What is the most probable diagnosis?",1,Acute lymphoblastic leukemia,Immune thrombocytopenic purpura,Leukemoid reaction,Chronic lymphocytic leukemia
22e3e239-1dc6-453d-9f76-da51a5a0e10d,"A pregnant woman in 3rd trimester has normal blood pressure when standing and sitting. When supine, BP drops to 90/50. What is the diagnosis?",2,Compression of uterine artery,Compression of aorta,Compression of IVC (inferior vena cava),Compression of internal iliac vessels
055dbeb3-89c2-4aaf-b196-b0a836199ffb,"A 3 year old girl with normal developmental milestones except that she staed speaking by the age of four. She does not play with other children and wants to eat, play and sleep in her own way. She often has temper tantrums related to any new changes. What is the likely diagnosis?",1,ADHD,Autism,Specific learning disorder,Mental retardation
b980ef1f-f337-435c-8922-82b0b58535a4,"A 2-year-old child presented with recurrent pain abdomen, failure to thrive and iron deficiency anemia refractory to Iron therapy. His anti TTG anti-body titres were 300 U/L. An upper GI endoscopy was done and duodenal biopsy was taken which showed the following. What is the diagnosis?",2,Crohn disease,Hirschsprung disease,Celiac disease,Congenital lactase deficiency
ffb86e1a-5bec-4de1-8251-78965ad9f591,A patient with history of chest trauma presents to the emergency depament with a BP of 90/70 mm Hg and a Pulse rate of 120/min. The patient is observed to be sho of breath using his accessary muscle of respiration. The JVP is not elevated. The most likely diagnosis is:,1,Tension Pneumothorax,Massive Hemothorax,Cardiac tamponade,None of the above
deab0437-c9a4-4ec6-bd14-52d442c8e312,"A neonate is brought with an inguinal swelling which is smooth, transparent, fluctuating swelling, which is prolonged into the inguinal canal, and receives an impulse when the child coughs or struggles. Congenital hydrocele is diagnosed after examination. What is the suggested treatment modality in this case?",2,No treatment before 5 years,Herniorraphy,Herniotomy,Eversion of sac
87f14aed-ed47-4e4f-ae96-7b6c42d3191e,"Two months after knowing that his son was suffering from leukemia, a 45 year old father presents with sleep deprivation, lethargy, headache and low mood. He interacts reasonably well with others, but he absented himself from work. The most probable diagnosis is :",2,Depression,Psychogenic headache,Adjustment disorder,Somatization disorder
e816e48f-4c86-4132-851d-c3370a62681e,"An infant with intolerance to breast feed, vomiting and diarrhoea develops cataract. Which of the following is the most likely diagnosis?",1,Lowe syndrome,Galactosemia,Fabry disease,Congenital hypoglycemia
e6c22822-359b-4f33-954b-6516993dc2c7,For which procedure is the following instrument used?,0,Bone marrow examination,Liver biopsy,Pleural biopsy,Lumbar puncture
ac28c654-a6ff-40e6-b861-b9551d6fa25a,"Husband having suspicion that his wife is having affair with another man, diagnosis is",0,delusion,perception,hallucination,Amotivation
a4fd8d12-a3db-4bb7-9825-b16f91703184,"A 17-year-old man presents to the clinic with new symptoms of fatigue, malaise, fever, and a sore throat. He has no significant past medical history and is not on any medications. Physical examination is entirely normal except for enlarged, palpable cervical lymph nodes. He reports no weight loss or night sweats. Laboratory investigations include a normal chest x-ray, negative throat swab, but abnormal blood film with atypical lymphocytes. The hemoglobin is 15.5 g/dL; hematocrit 42%; platelets 290,000/mL; WBC 10500/mL, with 45% segmented neutrophils, 1% eosinophils, and 54% lymphocytes, of which 36% were atypical. Which of the following is the most appropriate initial diagnostic test?",3,lymph node biopsy,bone marrow,erythrocyte sedimentation rate (ESR),heterophil antibody (Monospot) test
89ab6795-8533-4097-afcd-b2499cc76e8d,"A 72-year-old man with COPD develops acute shortness of breath and presents to the hospital. He appears uncomfortable: blood pressure is 120/90 mm Hg, pulse 100/min, oxygen saturation 85% on room air. On examination of the chest, there is absent fremitus, absent breath sounds, and hyper resonant percussion of the right lung. The trachea is shifted to the left.For the above patient with abnormal pulmonary physical findings, select the most likely diagnosis.",1,acute asthmatic attack,complete pneumothorax,large pleural effusion,atelectasis
a602db65-4860-4bd6-afa2-1f90b75b431a,The diagnostic procedure not done in case of pheochromocytoma –,2,CT scan,MRI,FNAC,MIBG scan
a36b3478-8cad-43e2-8d03-3c48f95b5469,"A patient with leukemia on chemotherapy develops acute right lower abdominal pain associated with anemia, thrombocytopenia and leukopenia. Which of following is the clinical diagnosis?",3,Appendictis,Leukemic colitis,Perforation peritonitis,Neutropenic colitis
29380deb-8d7c-4c99-8e92-9ec38aa87e1f,"40 years old female with a 2 cms nodule in the breast & a proved metastatic node in the axilla, treatment is?",2,Quadrantectomy,Mastectomy with local radiotherapy,Patey's with adjuvant chemotherapy,Halstedt's operation with tamoxifenFibroadenosis
cd5dcae4-94e5-4c12-90a2-83d344121a41,Peritoneum is opened in all of the following sterilization procedures except :,2,Mini lap,Laparoscopy,Vasectomy,Transvaginal tubectomy
82148d5e-8855-47ae-a824-a6e3447496e9,"A 30-year-old male patient presents with complaints of weakness in right upper and both lower limbs for last 4 months. He developed digital infarcts involving 2nd and 3rd fingers on right side and 5th finger on left side. On examination. BP was 160 140 mm Hg. all peripheral pulses were palpable and there was asymmetrical neuropath). Investigations showed Hb 12 gm%, TLC 12,000 per cu. mm. Platelets 4.30.000 and ESR 49 mm. Urine examination showed Proteinuria and  RBC-10-15 hpf with no casts. What is the most likely diagnosis -",0,Polyarteritis nodosa,Systemic lupus erythematosus,Wegener's granulomatosis,Mixed cryoglobulinemia
657db969-6361-4a18-847a-a8a9cbbffac7,"A young patient presents to the emergency depament with fever and right upper quadrant pain Clinical examination reveals obvious hepatomegaly but there is no jaundice. Ultrasound reveals a solitary, homogeneous, hypoechoic lesion in the right lobe measuring 5 cm 5 cm 4 cm. Test for hydatid disease were negative. Which of the following is the best recommendation for initial treatment -",2,Multiple Aspirations and antiamoebies/antibiotics,Catheter drainage and antiamoebics/ antibiotics,Antiamoebics/ antibiotics alone,Hepatectomy followed by antiamobics/ antibiotics
095929d3-b80e-4068-8ec7-58e6af366219,A postmenopausal diabetic woman presents with bleeding per vaginum. The most likely diagnosis is :,2,Carcinoma vulva,Carcinoma cervix,Carcinoma endometrium,Carcinoma ovary
05f39d2e-75c8-40ad-b1ec-307471fe79bc,"A healthy 3-year-old girl presents with acute onset of petechiae, purpura, and epistaxis. Her Hb 12 g/dl, WBC 5550/mm3, platelet count 2000/mm3. The most likely diagnosis is:",0,ITP,ALL,Aplastic anemia,DIC
257a3832-995c-4d20-a92b-e85df53823ca,A newborn male child presents with respiratory distress in the neonatal unit. His X-ray shows left hemithorax with multiple air-filled structures and mediastinal shift to the right. Which of the following represents the most likely diagnosis?,3,Cystic fibrosis,Streptococcal Pneumonia,Congenital Tumour of Lungs,Congenital diaphragmatic hernia
c48409f2-3aa1-45d1-aabe-b8d9b81eed37,Which of the following is the most probable diagnosis of the patient with the following x-ray?,1,Osteoporosis,Pott's spine,Metastatic bone disease,Multiple myeloma
001b679a-383e-4fa3-87b6-ffcc0fb63dc7,Baby born to patient suspected of chlamydial infection sample to be taken for diagnosis?,0,conjunctival,Urethral,Urine sample,Blood
0cc53e2f-35d6-46bd-a95c-0788abb77b66,"A thiy year man presented with nausea, fever and jaundice of 5 days duration. The biochemical tests revealed a bilirubin of 6.7 mg/dl (conjugated 5.0 mg/dl) with SGOT/SGPT (AST/ALT) of 1230/900 IU/ml. The serological tests showed presence of HBsAg, IgM anti HBc and HBe Ag. The most likely diagnosis -",1,Chronic hepatitis B infection with high infectivity,Acute hepatitis B infection with high infectivity,Chronic hepatitis B infection with low infectivity,Acute hepatitis B infection with low infectivity
d3d5ad61-ae30-4a0f-b346-03d130cad2e3,"A 30 year old male came with complains of unilateral blurred vision with floaters since 15 days. On examination, AC flare and cells were seen with 'headlight in fog' appearance on indirect ophthalmoscopy. Also, a single inflammatory focus of fluffy retinochoroiditis lesion is seen. What is the diagnosis?",1,Cytomegalovirus retinitis,Toxoplasmosis chorioretinitis,Toxocariasis,Sarcoidosis
2a8aed9a-d8a1-440c-a813-53054eccae8e,"A girl presents with; primary amenorrhea; grade V thelarche, grade II pubarche; no axillary hair: likely diagnosis is :",0,Testicular feminisation syndrome,Mullerian agenesis,Turners syndrome,Gonadal dysgenesis
54fc510d-e37c-4bab-b731-f60058bef85d,A 9 months old child is brought to you in the emergency with complaints of cough and coryza since last 2 days. Since last 1 day child is having noisy breathing which increases on crying. On examination you find a stridor which the mother was explaining as noisy breathing. What is your diagnosis?,0,Croup,Bronchiolitis,Asthma,Laryngomalacia
fa9bc8c8-9ad6-400b-8d6b-2fba3491f7d2,A young girl presents with repeated episodes of throbbing occipital headache associated with ataxia and vertigo. The family history is positive for similar headaches in her mother. Most likely diagnosis is -,1,Vestibular Neuronitis,Basilar migraine,Cluster headache,Tension headache
088c8d90-9d1b-46a2-86bf-e9839c03ed3c,"Following an eye trauma, a patient presents 4 days later with proptosis and pain in the eye. On examination, he has chemosis, conjunctival congestion and extraocular muscle palsies. The investigation of choice to arrive at a diagnosis is:",3,MRI,CECT,MR angiography,Intra arterial digital subtraction angiography
6e4dd621-6014-4189-bd55-79f326284583,Investigation in a patient of oliguria revealed Urine osmolity 620 mosm/kg Urine sodium :12mmol/L Urine /plasma urea ratio :13 :1 The most likely diagnosis is -,0,Prerenal acute renal failure,Acute tubular recrosis,Acute cortical necrosis,Urinary tract obstruction
9d8f095e-62de-4abd-acc7-f6946beeb989,"A patient presenting with history of diarrhoea for several years with recent onset pruritus and raised alkaline phosphatase, normal SGOT/PT and USG shows no gallstones and biliary tract abnormality, the diagnosis is",1,Hodgkin's lymphoma,Sclerosing cholangitis,Autoimmune hepatitis,Viral hepatitis
785deab8-c847-463d-a1b1-929f2431ac86,"A 17 year old athletic girl complains of anterior knee pain on climbing stairs and on getting up after prolonged sitting, likely diagnosis",1,Blount's disease,Chondromalacia patella,Nail - patella syndrome,Bursitis
058bdd39-efbd-4da5-bb0a-806ca07e6b0d,"A young patient has a midline, tender swelling in neck occurring after an attack of sore throat. The diagnosis is:",2,Acute thyroiditis,Thyroglossal cyst,Subacute thyroiditis,Toxic goiter
3e10f870-c874-475e-ad6d-96908c20b231,Presently surgical treatment of choise in a 22 year male with - 10D myopia is,0,Phakic refractive lens,Refractive lens exchange,Wavefront guided LASIK,LASIK with femtosecond laser
7cb3b72d-4afc-4935-bc6d-9465a112d273,"7 year old child presents with poor wound healing, Perifollicular hemorrhages and sharp and painful swellings at the costochondral junction of ribs. Which of the following treatments are recommended",3,Leafy vegetables in the diet,Animal products containing liver in the diet,Avoidance of eggs from diet,Oranges and amla in the diet
1249489a-ee80-42d8-a03e-4ae6f5a2f341,"A 9-year-old child is restless. He is hyperactive and his teacher complaints that he does not listen to the teachings. Disturbs other students, he also shows less interest in playing. The likely diagnosis is –",1,Cerebral palsy,Attention deficit hyperactive child,Delinnurn,Mania
08f1557d-a1ac-4424-9b0b-0d5928fd5905,"A 20-year-old woman presents with bilateral conductive deafness, palpable purpura on the legs and hemoptysis. Radiograph of the chest shows a thin-walled cavity in left lower zone. Investigations reveal total leukocyte count 12,000/mm red cell casts in the urine and 12,000/mm serum creatinine 3 ing/dL. What is the most probable diagnosis ?",2,Henoch-Schonlein purpura,Polyarteritis nodosa,Wegener's granulomatosis,Disseminated tuberculosis
e62924b6-baaa-4f0e-924e-5d8a64114e32,"After a leisure trip, a patient comes with gritty pain in eye, and joint pain. What is the most probable diagnosis?",0,Reiter s syndrome,Bachet s syndrome,Sarcoidosis,SLE
62b10b19-428b-47bb-ae9a-4b8047d86242,"In a child with respiratory distress, failure to thrive. His sweat chloride leveles were estimated 35 meq/L and 41 meq/L. What is next best test to do cystic fibrosis for diagnosis aEUR'",2,Nasal transmembrane potential difference,DNA analysis AF 508 mutation,CT chest,72 hour fecal fat estimation
d326c818-0bf8-42fd-92a1-f6e0942fa1cf,"A 47-year-old HIV-positive man is brought to the emergency room because of weakness. The patient has HIV nephropathy and adrenal insufficiency. He takes trimethoprim-sulfamethoxazole for PCP prophylaxis and is on triple-agent antiretroviral treatment. He was recently started on spironolactone for ascites due to alcoholic liver disease. Physical examination reveals normal vital signs, but his muscles are diffusely weak. Frequent extrasystoles are noted. He has mild ascites and 1+ peripheral edema. Laboratory studies show a serum creatinine of 2.5 with a potassium value of 7.3 mEq/L. ECG shows peaking of the T-waves and QRS widening to 0.14. What is the most important immediate treatment?",3,Sodium polystyrene sulfonate (Kayexalate),Acute hemodialysis,IV normal saline,IV calcium gluconate
ca6fa22b-e904-47ea-9fbc-b3890aed6a70,A 26 year old man died suddenly during spoing activity. At autopsy the hea revealed chamber and septum Hyperophy. The most likely diagnosis is,0,HOCM,DCM,Arrhythmogenic cardiac problem,Restrictive cardiomyopathy
f7c617e5-70e0-4ade-9c4c-9e9ad2045ea0,Endoscopic stapling procedure would be ideal in,0,Pharyngeal pouch,Gastric ulcer,Esophageal varices,Perforation
86ba5921-fef1-4edc-8aa4-13878099ffae,"A 74 yr old male patient was brought to the OPD by his daughter complaining of urinary incontinence and ataxia, also he has difficulty in calculating simple arithemetics and memory loss. What is the probable diagnosis",0,Normal pressure hydrocephalus,Vascular dementia,VIT B12 dofficiency,Tabes dorsalis
9d1499d1-443a-45c6-9790-c53eea13d8fe,A 3–year–old boy presents with fever; dysuria and gross hematuria. Physical examination shows a prominent suprapubic area which is dull on percussion. Urinalysis reveals red blood cells but no proteinuria. Which of the following is the most likely diagnosis –,2,Acute glomerulonepluitis,Urinary tract infection,Posterior urethral valves,Teratoma
dcf623b8-bf99-48ad-9328-87c5eeacfaa6,"A child dentist manages an uncooperative child by demonstrating
the procedures on another cooperative child. This way of
child management is",0,Modelling,Desensitisation,Tell show do,Aversive conditioning
98095171-2883-40ae-a76e-a4f498a52ee3,A 45-year-old male with history of recurrent ureteric calculi presented with fever. Right-sided nephrectomy was performed. Gross view and histology have been provided. What is your diagnosis?,0,Chronic pyelonephritis with hydronephrosis,Renal cell carcinoma,Autosomal dominant polycystic kidney disease,Cystic dyspiastie kidney
38c7a504-1737-4d24-a8b9-53d744c927e8,A child has multiple itchy papular lesions on genitalia and fingers. Similar lesions are also noted in his younger brother. What is the diagnosis?,1,Papular uicaria,Scabies,Atopic dermatitis,Allergic contact dermatitis
fa8a74fe-a134-4c69-ae71-57c145eba3a3,A two month old infant has undergone a major surgical procedure. Regarding postoperative pain relief which one of the following is recommended,3,"No medication is needed, as infant does not feel pain after surgery due to immaturity of nervous system.",Only paracetamol suppository is adequate,Spinal narcotics intrathecal route,Intravenous narcotic infusion in lower dosage
eaedc44b-baf3-4058-bf43-b4188f9494f2,A diabetic patient with bilateral renal artery stenosis requires a drug for the treatment of high blood pressure. Which of the following drugs will be most appropriate for this patient?,3,Hydrochlorothiazide,Metoprolol,Enalapril,Amlodipine
a3b4950e-131b-4154-b8b3-42cf15f7d032,"Mirizzi syndrome, all are true except -Gallstone ulcerating into common ductImpacted in cystic ductSevere pericholecystic inflammationObsturctive jaundiceAns: None > CSolution:Ans. is None > 'c' i.e., None > Severe pericholecystic inflammation * Options A, B, D are definitely true.* One can also expect pericholecystic inflammation if the stone ulcerates in Mirizzi SyndromeMirizzi syndrome'common hepatic duct obstruction caused by an extrinsic compression from an impacted stone in the cystic duct or Hartmann's pouch of the gallbladder'Type I mirizzi syndromeType II mirizzi syndromeAn impacted stone in the gallbladder infundibulum or cystic duct can compress the bile duct, usually at the level of the common hepatic duct.A stone can erode from the gallbladder or cystic duct into the common hepatic duct, resulting in a cholecystochole- dochal fistula.ClinicalPatients are seen with symptoms of acute cholecystitis but with the additional finding of hyperbilirubinemia and elevated alkaline phosphatase.ManagementLaproscopic approach is not recommended as it results in high conversion rate and high complication rates.Open cholecystectomy is the gold standard for treatment when this condition is identified preoperatively.In the acute setting, the biliary obstruction often resolves after cholecystectomy and resolution of the inflammatory process.If inflammation has obliterated the triangle of Calot, a partial cholecystectomy with removal of any stones may be all that is possible and usually resolves the condition.Best initial test for achalasia cardia -",3,Barium meal,Bariun meal follow through,Enteroclysis,Barium swallow
ff512c76-b056-4d47-98df-202e82e10028,"A 42 year old company executive presents with sudden upper GI bleed (5 litres) of bright red blood, with no significant previous history. The diagnosis is?",1,Oesophageal varices,Duodenal ulcer,Gastritis,Gastric erosion
51d78928-f461-4d13-918f-a19f23f1aae5,"An 18-year-old male presented with acute onset descending paralysis of 3 days duration. There is also a history of blurring of vision for the same duration. On examination, the patient has quadriparesis with areflexia. Both the pupils are non-reactive. The most probable diagnosis is",1,Poliomyelitis,Botulism,Diptheria,Porphyria
55ccacd7-16f4-4a24-9421-05eb755e42d8,"A 40-year-old woman with severe chronic pancreatitis is scheduled to undergo an operation, because other forms of treatment have failed. The ultrasound shows no evidence of pseudocyst formation or cholelithiasis and endoscopic retrograde cholangiopancreatogram (ERCP) demonstrates dilated pancreatic ducts with multiple stricture formation. Which operation is suitable to treat this condition?",0,Pancreatic jejunostomy (Puestow procedure),Gastrojejunostomy,Cholecystectomy,Splenectomy
7c3e753d-624e-456f-a9f1-deee118d4601,A 40 -- years -- old woman presented to the gynecologist with complaints of profuse vaginal discharge. There was no discharge from the cervix on the speculum examination. The diagnosis of bacterial vaginosis was made based upon all of the following findings on microscopy except :,2,Abundance of gram variable coccobacilli,Absence of Lactobacilli,Abundance of polymorphs,Present of clue cells
5373bc56-e806-4263-976a-2246065887db,"A 49-year-old man comes to the physician because of a history of recurrent attacks of drowsiness, sweating, and palpitations. His blood glucose level during one of the episodes is 52 mg/dL. Recovery occurs in response to intravenous 10% dextrose C-peptide levels are below the normal range. 
Which of the following is the most likely diagnosis?",0,Factitious insulin use,Gastrinoma,Glucagonoma,Insulinoma
c95bab64-4eb2-4f6b-a197-60522e2c886b,"A 20 year old male presented with jaundice for the past 2 weeks. His liver function tests revealed serum bilirubin to be 0.9 mg/dL, SGOT/SGPT to be 1240/1450 IU. He was found to be positive for HBsAg and IgM anti-HEV antibodies and negative for 1gM anti HBc. The most likely diagnosis is",1,Acute hepatitis with mutant hepatitis B virus,Super infection of hepatitis E virus with chronic hepatitis B infection,Acute hepatitis with wild type hepatitis B virus,Co-infection of hepatitis B and E viruses
798bea47-d43e-4df4-9825-fdb9c24c2e87,"A 34-year-old man who works as a carpenter presents with symptoms of jaw discomfort, dysphagia, and pain as well as stiffness in his neck, back, and shoulders. On examination, he is unable to open his jaw, his proximal limb muscles are stiff as is his abdomen and back, but the hands and feet are relatively spared. He occasionally has violent generalized muscles spasms that cause him to stop breathing, but there is no loss of consciousness. A clinical diagnosis is made and he is treated with antibiotics, antitoxin, and diazepam as well as muscle relaxants for the spasms.For the above patient, select the most likely infecting organism.",1,toxoplasmosis,tetanus,syphilis,Streptococcus
8d205524-0254-4768-9a29-6fff52e5482e,12 years male came with swelling of lower end tibia which is surrounded by rim of reactive bone. What is most likely diagnosis?,1,GCT,Brodie's Abscess,Hyper PTH,Osteomyelitis
7e4ccd16-0440-4867-8a25-f733af13b754,"A young patient presents with a massive injury to proximal duodenum, head of pancreas and distal common bile duct. The procedure of choice in this patient should be :",1,Roux-en-Y anastomosis,Pancreaticoduodenectomy(Whipple's operation),Lateral tube jejunostomy,Retrograde jejunostomy
91a601bc-050f-4287-aad7-7f2a2a4c5b49,"A young female presents with history of dyspnoea on exeion. On examination, she has wide, fixed split S2 with ejection systolic murmur (IIINI) in left second intercostal space. Her ECG shows left axis detion. The most probable diagnosis is ?",2,Total anomalous pulmonary venous drainge,Tricuspid atresia.,Ostium primum atrial septal defect.,Ventricular septal defect with pulmonary aerial hypeension.
59f11f54-4a01-4b2d-9906-44d18b9fe7dd,A 23-year old patient diagnosed with stage IA malignant ovarian germ cell tumor. Which of the following would be the standard treatment-,2,Unilateral oophorectomy,Bilateral oophorectomy and hysterectomy,Unilateral oophorectomy followed by chemotherapy,Ovarian biopsy followed by chemotherapy
4088a7e1-ae95-47b4-a20f-9183f4c300c5,What is the most common surgical complication following whipple procedure ?,2,Disruption of pancreatic anastomosis,Biliary peritonitis,Disruption of gastric anastomosis,GI bleeding
d3198f84-e8a7-4f2f-9b88-7321d7ba2f1d,A 9- years old child has steroid dependant nephrotic syndrome for the last 5 years. He has received corticosteroids almost continuously during this period and has Cushingoid features. The blood pressure is 120/86 mmHg and there are bilateral subcapsular cataracts. The treatment of choice is:,1,Levamisole.,Cyclophosphamide.,Cyclosporin A.,Intravenous pulse corticosteroids.
5d00669c-751c-4f32-acba-abf86445487b,"A perimenopausal woman presents with increasing swallowing difficulty and fatigue. Physical examination reveals that her thyroid is enlarged (palpable goiter). Laboratory examination of her serum reveals T4 of 4.9 mg/dL, free T4 of 2.5 ng/dL, and TSH of 5.5 mIU/mL. No thyroidstimulating immunoglobulins are identified in the serum, but antimicrosomal antibodies are present. Which one of the listed histologic findings, if present in a thyroid biopsy from this individual, would be most consistent with a diagnosis of Hashimoto's thyroiditis?",1,Lymphocytic infiltrate without follicle formation,Intense lymphoplasmacytic infiltrate with lymphoid follicles and scattered oxyphilic cells,Hyperplasia of follicular cells with scalloping of colloid at the margin of follicles,Granulomatous inflammation with multinucleated giant cells surrounding fragments of colloid
f5a2d9d4-061a-4986-be08-a79f5274c22f,"A 19-year-old college student develops a severe sore throat, cervical lymphadenopathy, and atypical lymphocytes on blood film. A heterophil antibody test is positive.For the above patient with a hematologic abnormality, select the most likely diagnosis.",2,hyperthyroidism,rectal cancer,infectious mononucleosis,renal cell carcinoma
000ed90b-b9ce-45e1-9ae4-4c63cb009d41,"A 9-month-old child presented to the ER with characteristic ""barking"" cough and hoarseness of voice. She had a history of rhinorrhoea, pharyngitis, mild cough, and low-grade fever for 1-3 days. Symptom worsened at night. O/E: - Normal to moderately inflamed pharynx Increased respiratory rate Nasal flaring Suprasternal, infrasternal, and intercostal retractions Continuous inspiratory stridor X-RAY NECK All of the following statements are true about the treatment of the above condition except: -",3,Nebulized racemic epinephrine is an accepted treatment for moderate or severe croup.,"Patients can be safely discharged home after a 2-3 hr period of observation provided, they have no stridor at rest; have normal air entry, normal pulse oximetry, and normal level of consciousness; and have received steroids.",Coicosteroids decrease the edema in the laryngeal mucosa through their anti-inflammatory action.,Oral steroids are not beneficial in mild croup
c948b7f5-da22-437b-9b34-121f541049a0,Drugs that can be used for the treatment of hypertension in a diabetic patient are:,3,Losartan,Captopril,Amlodipine,All of these
84c96b51-a12e-4db4-8880-0039f5a34e9d,"A 65-year-old coal miner is admitted for evaluation of chronic lung disease. The patient admits to smoking one pack of cigarettes a day for 40 years. On physical examination, he is noticed to have a barrel chest and use accessory muscles for inspiration. His face is puffy and red. He has 2+ pitting edema of the lower extremities. A chest X-ray is compatible with diffuse fibrosis, with some nodularity in central areas. Which of the following is the most likely diagnosis?",0,Anthracosis,Asbestosis,Diffuse alveolar damage,Sarcoidosis
a7838452-37fb-492a-87bd-93b72fb2b693,A 6 year old boy presenting with palpable abdominal mass in the epigastrium. The clinical diagnosis is (There is no bile in vomitus)-,2,Duodenal Atresia,Choledochal cyst,Pyloric stenosis,Oesophageal Atresia
da315d7a-17d5-4a2e-bb47-c75c1e6e0389,"A male patient 59 year old complains of multiple swellings in the neck, fever, and weight loss since 6 months. Patient is a known hypertensive and is on medication for the same. General examination reveals painless lymph node enlargement in the neck and on blood investigation, anemia is revealed. Lymph node biopsy shows cells that have a delicate multilobed, puffy nucleus resembling popped corn. Which variant of lymphoma is this?",3,Nodular sclerosis,Lymphocyte rich,Lymphocyte depletion,Lymphocyte predominant
b1a2e657-979d-4a28-affc-cee1b2c753a1,"A man presents with fever, wt loss and cough: Mantoux reads an induration of 17 x 19 mm, Sputum cytology is negative for AFB. Most likely diagnosis is",0,Pulm tuberculosis,Fungal infection,Viral infection,Pneumonia
0c6d1548-7ccf-45b4-8f19-0d6e3ac05a6d,"A 45-year-old man presents to his physician with hematuria. Renal biopsy demonstrates a focal necrotizing glomerulitis with crescent formation. The patient has a history of intermittent hemoptysis and intermittent chest pain of moderate intensity. A previous chest x-ray had demonstrated multiple opacities, some of which were cavitated. The patient also has chronic cold-like nasal symptoms. Which of the following is the most likely diagnosis?",3,Aspergillosis,Polyaeritis nodosa,Renal carcinoma metastatic to the lung,Wegener's granulomatosis
0108e93a-d2f7-4260-a56d-cbe10a49b4e3,"CSF examination of a patient shows high protein markedly low sugar, low chloride and increased neutrophils. The diagnosis is -",1,Viral meningitis,Meningococcal meningitis,Tuberculous meningitis,Fungal meningitis
daea0b5f-6755-4d65-8e47-4312cbb29729,"In addition to the effects of weight loss, the resolution of type 2 diabetes mellitus after the gastric sleeve procedure and RYGB is thought to be contributed to by ?",3,Reduced ghrelin production,Increased secretion of glucagon-like peptide-1 (GLP-1),Appetite suppression,All of the above
bd045cd0-a964-482a-b31a-27b7a99bc699,A 60-year-old man whose wife passed away 3 months back now believes his intestines have rotten away and that he is responsible for the death of his wife and should be sent to prison. Likely diagnosis is,1,Delusional disorder,Psychotic depression,Grief psychosis,Schizophrenia
a596c088-e271-48da-8742-fe9930b48e88,Lorazepam can be safely used as a preanesthetic medication in a patient undergoing liver transplantation without fear of excessive CNS depression because the drug is,2,excreted in unchanged form,actively secreted into the GI tract,conjugated extrahepatically,a selective anxiolytic devoid of CNS depressant actions
283dce45-d07b-4a20-b5ee-8001250a9890,Commonest on the diagnosis of this 60 years of man:,3,Basal cell carcinoma,Plunging Ranula,Epulis,SCC of lip
91e40572-c927-4ea3-8ba3-442fae4e3510,"A 2-year-old child comes with discharge, seborrheic dermatitis, polyuria and hepatosplenomegaly. Which of the following is the most likely diagnosis -",2,Leukemia,Lymphoma,Langerhan's cell histiocytosis,Germ cell tumour
